ts,ts_kyiv,bedroom_temp,bedroom_hum,bedroom_lux,kitchen_temp,kitchen_hum,printernya_temp,printernya_hum,soil_temp,out_temp,out_hum,out_wind,out_cloud,nas_sda_temp,nas_sdb_temp,nas_nvme_temp,server_cpu_load,pc_power,pc_temp
2026-05-06 22:00:00+00:00,2026-05-07 01:00:00+03:00,24.143235289,51.101911178444446,1.623509538361111,25.53787506819444,49.66614211463889,23.337338570144443,47.862556799900005,,16.8,47,11.7,0,42.0,41.96652486833333,43.62973054972222,0.1566610457816569,,
2026-05-06 23:00:00+00:00,2026-05-07 02:00:00+03:00,23.86840088478056,52.74687561635556,1.0,25.248969227991665,50.54163320116945,23.34905794895278,47.95917898515555,,15.7,53,13.2,0,42.0,42.0,42.83506509027777,0.1806726846517851,,
2026-05-07 00:00:00+00:00,2026-05-07 03:00:00+03:00,23.57412313243889,54.66208394828333,1.0,24.88925547241111,51.69331065530277,23.335288498730552,47.92812831912778,,15.5,54,12.9,0,42.0,41.89821087861111,42.3354885875,0.1659722056773546,,
2026-05-07 01:00:00+00:00,2026-05-07 04:00:00+03:00,23.362959349075,55.21593441957223,16.31124741747222,24.67887609269444,50.97900284025,23.332289026058334,47.940989878825,,15.2,53,12.1,0,42.0,41.86620748111111,41.67779850305556,0.2152587810052256,,
2026-05-07 02:00:00+00:00,2026-05-07 05:00:00+03:00,23.309108498091664,55.12576841372222,754.8285774384444,24.53049704671111,51.437302722038886,23.314939567152777,47.55774151908333,,14.7,52,11.1,0,42.0,41.96666183361111,42.71008873305556,0.1122876871446397,,
2026-05-07 03:00:00+00:00,2026-05-07 06:00:00+03:00,23.55814634078611,53.177114429458335,4175.80560110275,24.63698076762778,50.53486736168889,23.301710001225,46.747945844494446,,14.9,51,10.3,0,42.0,42.0,41.94203477944444,0.0748309298918999,,
2026-05-07 04:00:00+00:00,2026-05-07 07:00:00+03:00,23.93351744674445,52.15093678995833,7981.952710575861,24.962086842180558,50.06722933668056,23.317431816827774,46.68244082375278,,16.3,49,9.4,0,42.0,42.0,42.43853652333333,0.0872137018522135,,
2026-05-07 05:00:00+00:00,2026-05-07 08:00:00+03:00,24.311288079591662,52.28505637779444,36898.53169501081,25.379878412455557,49.73332582176667,23.37886119778889,47.91967482352222,,18.4,45,6.5,0,42.0,42.0,42.34126765277778,0.0907132954005262,,
2026-05-07 06:00:00+00:00,2026-05-07 09:00:00+03:00,24.76608868313056,51.59286092862778,54600.9,25.764019413355555,49.76343327076944,23.47099449205,49.82154205417222,,21.7,36,7.1,0,42.0,42.0,42.11323102722222,0.1406681553527832,,
2026-05-07 07:00:00+00:00,2026-05-07 10:00:00+03:00,25.10617564543611,51.87238532070833,54600.9,26.21487844505278,50.19203319911112,23.56337869085833,51.65283227818889,,24.3,33,6.8,0,42.0,42.0,43.52329575194445,0.0918548656716579,,
2026-05-07 08:00:00+00:00,2026-05-07 11:00:00+03:00,25.22191539943056,47.52564468866667,52013.67297288075,26.82858179433333,39.24882006230833,23.633756465466664,51.975145526266665,,26.2,29,9.5,2,42.0,42.0,42.923792850000005,0.083941252502577,,
2026-05-07 09:00:00+00:00,2026-05-07 12:00:00+03:00,25.080340381866662,34.256399028016666,21780.63173347956,26.819565179747222,28.803748697794447,23.631789019541667,49.82985628508055,,27.2,22,11.4,8,42.0,42.0,42.68248616111112,0.1048370807489691,,
2026-05-07 10:00:00+00:00,2026-05-07 13:00:00+03:00,24.892854196816668,31.12730004952778,6265.086503958916,26.648479295033336,28.461034017927776,23.617438961188885,48.45595112630556,,27.7,21,10.9,4,42.0,42.0,42.04853895361111,0.1036277256362575,,
2026-05-07 11:00:00+00:00,2026-05-07 14:00:00+03:00,24.721346126988887,31.38430655031111,5392.820814706472,26.537761970197224,28.01977159792777,23.609216870911112,47.68077322930555,,27.8,21,11.1,4,42.0,42.0,43.13116161138888,0.109723063578559,,
2026-05-07 12:00:00+00:00,2026-05-07 15:00:00+03:00,24.74830815038611,30.27123563286389,5239.369688333195,26.51483197835,30.263399657591663,23.60220064725833,47.12271278933056,,28.1,20,12.0,4,42.0,42.0,43.03805355638889,0.122792140871582,,
2026-05-07 13:00:00+00:00,2026-05-07 16:00:00+03:00,24.76992278824167,31.726527679644445,4693.068289471528,26.577753665880557,32.02267927553333,23.616878145955557,46.96858085026388,,28.0,20,11.6,17,42.0,42.0,42.92541094083333,0.1115798085190158,,
2026-05-07 14:00:00+00:00,2026-05-07 17:00:00+03:00,24.84593357958056,30.17123328365833,4276.646843064112,26.5698152791,28.18738363164444,23.638774104863888,46.63203590483056,,27.5,22,11.7,47,42.0,42.0,42.62458514111111,0.1150118928451877,,
2026-05-07 15:00:00+00:00,2026-05-07 18:00:00+03:00,24.75823497578889,30.15474662826389,3273.867297363778,26.42821613070833,27.21066868142222,23.66272825248889,46.24818108564722,,26.6,25,11.1,20,42.0,42.0,43.09816000833333,0.0959656473373752,,
2026-05-07 16:00:00+00:00,2026-05-07 19:00:00+03:00,24.56823213583333,30.36556584688333,795.84719541875,26.00904425451111,30.34474475355833,23.671628111625,46.11178992856667,,25.3,31,8.8,9,42.0,42.1666482225,43.26483078416667,0.2253383113136121,,
2026-05-07 17:00:00+00:00,2026-05-07 20:00:00+03:00,24.30220176993889,29.693230901175003,20.52743138161111,25.869249497725004,33.655652789897225,23.686350195561115,46.195853313252776,,23.0,42,9.9,9,42.0,42.13335071694444,42.48209915444445,0.1379626178363715,,
2026-05-07 18:00:00+00:00,2026-05-07 21:00:00+03:00,23.78881295016389,31.93504066263056,1.0,25.602748120891665,33.207039410013884,23.699895401763893,46.19621152378334,,21.7,41,10.9,6,42.0,42.10017560333333,43.441258912777776,0.1185420501977539,,
2026-05-07 19:00:00+00:00,2026-05-07 22:00:00+03:00,23.772392590908336,34.72336163502778,1.0,25.452648458380555,34.28016228325556,23.698177427586117,46.18069775791667,,21.1,41,12.3,6,42.0,42.06680501,43.39904773166666,0.0767037173982747,,
2026-05-07 20:00:00+00:00,2026-05-07 23:00:00+03:00,24.287671172130555,38.06719112962222,1.0,25.494307595491662,36.34491475101111,23.716513409094446,46.35092651636111,,20.4,40,13.1,5,42.0,42.0,43.23223678388889,0.1668235803514268,,
2026-05-07 21:00:00+00:00,2026-05-08 00:00:00+03:00,24.71689424330556,39.15986626956112,1.0124808816666666,25.754578595252777,37.500507418783336,23.77056793090556,46.70334711181945,,19.6,42,13.8,1,42.0,42.10000595222223,43.99159626194445,0.2967124514534505,,
2026-05-07 22:00:00+00:00,2026-05-08 01:00:00+03:00,24.555897360444444,41.746017679019445,1.0,25.535497064,40.42434308020555,23.796655857127774,46.9466154074,,18.6,46,12.6,0,42.0,42.0,42.73798221777778,0.209214230211046,,
2026-05-07 23:00:00+00:00,2026-05-08 02:00:00+03:00,24.329495287425,43.20036426611389,1.0,25.329082088377778,41.18838451593333,23.79755548761389,47.01009836471389,,17.8,49,12.3,2,42.0,42.302744113888885,42.609342803888886,0.18625120681722,,
2026-05-08 00:00:00+00:00,2026-05-08 03:00:00+03:00,24.155203999583332,43.91703533358889,1.0,25.194448494075,42.07080058118056,23.792638921513888,46.92565307509722,,17.1,49,11.7,2,42.0,42.0,42.43212465388888,0.1952413244783528,,
2026-05-08 01:00:00+00:00,2026-05-08 04:00:00+03:00,24.03470291519167,44.52575236014167,19.79716481625,25.090701892672225,42.70566530800556,23.78485471295278,46.67346336356389,,16.4,51,11.6,0,42.0,42.0,42.3971657725,0.1667836546690538,,
2026-05-08 02:00:00+00:00,2026-05-08 05:00:00+03:00,24.03506512660833,44.587806486713895,1009.3154105729444,25.01667508373889,42.76990461646944,23.77500028830833,46.34736989370833,,15.7,52,11.0,0,42.0,42.0,43.06715161583333,0.0918590423147244,,
2026-05-08 03:00:00+00:00,2026-05-08 06:00:00+03:00,24.377026086661115,43.28354762646389,4158.450202477361,25.241627832775,42.33407744680278,23.779534369519443,46.31737957891667,,15.7,52,10.0,0,42.0,42.0,42.60838884,0.0784859489976671,,
2026-05-08 04:00:00+00:00,2026-05-08 07:00:00+03:00,24.841534259788887,43.08182635465556,7258.017375797306,25.613023011269444,42.72660453034722,23.82418768579444,46.75163203838056,,16.8,50,6.6,0,42.0,42.0,42.31950180805556,0.0884195661885579,,
2026-05-08 05:00:00+00:00,2026-05-08 08:00:00+03:00,25.319068985883334,43.58154153104723,36351.45597848703,26.106799688322223,42.824508937575,23.894444907975,47.754534418725,,18.5,46,6.3,0,42.0,42.0,42.43772902944445,0.0929413392787,,
2026-05-08 06:00:00+00:00,2026-05-08 09:00:00+03:00,25.67087487014722,44.12695913426389,54600.9,26.43112994458056,43.49464499242777,23.975028013177777,48.73535077624167,,21.3,37,5.4,0,42.0,42.0,43.10283634361111,0.0781822129623752,,
2026-05-08 07:00:00+00:00,2026-05-08 10:00:00+03:00,25.893128329800003,45.318070703447226,54600.9,26.780287438644446,44.1552558122,24.050324373252774,49.71790911737222,,23.6,33,4.9,0,42.03331884805555,42.07685138722222,42.75487356555556,0.0907222059243717,,
2026-05-08 08:00:00+00:00,2026-05-08 11:00:00+03:00,26.03098622185556,46.61565862851666,52204.47619860958,27.156420573677774,46.83104469001389,24.099063335844445,49.74023211608333,,25.4,30,5.3,0,42.16665602527778,42.33315790333334,42.37125428638889,0.1176015045567491,,
2026-05-08 09:00:00+00:00,2026-05-08 12:00:00+03:00,25.87510430678333,47.47799264432777,22498.62727631764,27.087419110205555,45.74051693779722,24.15524482955,50.80784557115,,26.4,27,8.1,12,42.06687444444445,42.63104875472222,42.3007455575,0.1384810386625162,,
2026-05-08 10:00:00+00:00,2026-05-08 13:00:00+03:00,25.73546433894722,48.31485732845,5390.046930638056,26.966163632030558,45.90945075639445,24.20059877355278,51.446590158769446,,26.6,27,9.9,7,42.26682145805555,42.09717698611112,43.1017222675,0.1105123153721788,,
2026-05-08 11:00:00+00:00,2026-05-08 14:00:00+03:00,25.673194301697222,48.53403431079722,4666.887298573,27.07173851905,45.52381417496389,24.22331322670277,51.769012183688886,,26.7,27,11.5,9,42.23583609777778,42.0,43.23139349138889,0.0769390862946234,,
2026-05-08 12:00:00+00:00,2026-05-08 15:00:00+03:00,25.674403196941665,48.77216895981112,4590.410550729389,26.99803869201111,47.1266419337361,24.24772930913889,51.93366385824722,,27.1,23,10.7,1,42.40042514305556,42.03349985027778,42.7634499075,0.122278565848253,,
2026-05-08 13:00:00+00:00,2026-05-08 16:00:00+03:00,25.6488781556,49.80578713094167,4620.942578602306,27.017018521325,48.05493181436666,24.278042714511116,52.14364247074167,,26.8,23,12.1,1,42.19998973777778,42.09999959527778,42.6948154225,0.0945346353114149,,
2026-05-08 14:00:00+00:00,2026-05-08 17:00:00+03:00,25.62263017938333,50.20073520423333,4654.775006487055,26.837838034058333,47.60698044624721,24.302481570969444,52.32461140475,,26.2,25,11.7,0,42.41161390833333,42.011305837222224,42.89702725472222,0.1058280743671332,,
2026-05-08 15:00:00+00:00,2026-05-08 18:00:00+03:00,25.53042327628611,49.46754057818888,4310.745411973972,26.723968878425,47.65893595331945,24.27087265340278,50.20625909734444,,25.3,28,12.5,0,42.08868281722222,42.66410180027778,42.9174961525,0.098416247195638,,
2026-05-08 16:00:00+00:00,2026-05-08 19:00:00+03:00,25.307059648225003,46.30885510063612,1100.4012537957224,26.441903225125,45.02931156541944,24.221179021336116,48.453243282025,,23.6,35,12.5,0,42.19999366888889,42.36030562027778,42.90644893499999,0.0945435953568522,,
2026-05-08 17:00:00+00:00,2026-05-08 20:00:00+03:00,25.08588212568056,44.48916641614167,323.3861924238889,26.19095527037777,42.92410717447223,24.188724435197223,47.44266696753333,,21.9,41,10.6,0,42.26667604833333,42.0,43.26603109138889,0.0825498676190863,,
2026-05-08 18:00:00+00:00,2026-05-08 21:00:00+03:00,24.926614350477777,43.69739493004167,304.22278145916664,25.900837549322222,41.87578107640278,24.16967729200556,46.68526064171667,,20.9,39,12.7,10,42.26889676611111,42.10447289,42.93058419472222,0.0882195988825141,,
2026-05-08 19:00:00+00:00,2026-05-08 22:00:00+03:00,24.794639970383333,42.38603175236667,304.5583821101389,25.706151751044445,41.041621865469445,24.151020247033333,46.11268054364722,,19.9,39,11.1,2,42.168903695833336,42.03332152194445,42.678926761666666,0.0991163248281521,,
2026-05-08 20:00:00+00:00,2026-05-08 23:00:00+03:00,23.872638986697226,38.57219007823056,122.367358182,25.72000890532222,38.62613195344444,24.148861139991663,45.85709337385833,,18.9,41,9.8,0,42.09999722277778,42.29988334194445,42.12904711916666,0.1608235802589246,,
2026-05-08 21:00:00+00:00,2026-05-09 00:00:00+03:00,22.16796620885,37.33282378423889,1.0,25.740798371963887,35.12333503210556,24.22668093061111,46.50611950938056,,18.0,44,9.8,0,42.0,42.26720714333333,42.81194489,0.1747071951779513,,
2026-05-08 22:00:00+00:00,2026-05-09 01:00:00+03:00,23.78359580743889,44.43566058355277,27.63752058758334,25.68499443766389,41.40664040767778,24.290317019930555,46.91624510656112,,16.9,48,10.3,0,42.308256246944445,42.0,41.83307719222222,0.1468755585287814,,
2026-05-08 23:00:00+00:00,2026-05-09 02:00:00+03:00,24.13526563001111,47.922684357875,1.0,25.46802367504445,45.41982970676111,24.39867964522222,46.400486298875,,15.8,53,10.2,5,42.59230910027778,42.73579450861112,42.36503862888889,0.2082362419521045,,
2026-05-09 00:00:00+00:00,2026-05-09 03:00:00+03:00,24.18033289551389,48.434184909116674,1.0,25.41450405897778,45.57008465210277,24.42775132722222,45.90134091255834,,14.8,57,9.8,28,42.73615028138889,42.20033555166667,42.96069916055556,0.1352301362215169,,
2026-05-09 01:00:00+00:00,2026-05-09 04:00:00+03:00,24.15661445251389,48.45028441039445,28.23281799897222,25.37221449684445,45.49857947705556,24.405603252711117,45.497971854425,,14.0,59,8.5,49,42.5384727925,42.166791725,42.77944456166667,0.1070759340516493,,
2026-05-09 02:00:00+00:00,2026-05-09 05:00:00+03:00,24.276155179775,47.83847160959444,905.129518970778,25.34378441357778,45.455822536944446,24.384751455991665,45.12659628181388,,13.4,60,7.9,80,42.29998354055555,42.0,42.99167261805556,0.0957055410326303,,
2026-05-09 03:00:00+00:00,2026-05-09 06:00:00+03:00,24.59529572074445,45.85978589928055,3824.262512189528,25.406457973008333,45.21393444163888,24.36042593273333,44.85718759144722,,13.4,57,8.9,90,42.16681423694445,42.0,43.33551285111111,0.0825303539557563,,
2026-05-09 04:00:00+00:00,2026-05-09 07:00:00+03:00,25.09981462702778,44.53057610567223,8164.706932259221,25.838504825369444,45.104534338650005,24.356574095972224,44.70861465382777,,14.7,52,7.8,94,42.5358535475,42.16668254472222,43.37168227027778,0.0880904320365397,,
2026-05-09 05:00:00+00:00,2026-05-09 08:00:00+03:00,25.38912810610556,44.87371520761945,35402.76860489405,26.31426715559722,44.877738859927774,24.373175055675,44.79528984733611,,16.5,46,7.5,90,42.46667799333333,42.57394425527778,42.80440194222222,0.1094359935005696,,
2026-05-09 06:00:00+00:00,2026-05-09 09:00:00+03:00,25.812356482591667,45.10680048621666,54600.9,26.826394643744447,44.78401319056388,24.414414583066662,45.29227897021667,,18.8,38,9.0,93,42.50211167166667,42.93318901138889,42.862501951666665,0.0982581306431749,,
2026-05-09 07:00:00+00:00,2026-05-09 10:00:00+03:00,26.045514080977775,46.05969576113056,54600.9,27.049022242127776,45.41360649840556,24.47858913977222,46.11882278406111,,20.9,33,12.4,83,42.70016409111111,42.53312191416666,43.40430996083333,0.1076531640637207,,
2026-05-09 08:00:00+00:00,2026-05-09 11:00:00+03:00,26.10248340585278,42.73930693246111,52702.215051971056,27.386051441016665,45.6075456211,24.607874717366663,49.21030851741944,,22.2,30,14.6,98,42.83326442611111,42.63081735055555,42.55160090194445,0.1086247867941623,,
2026-05-09 09:00:00+00:00,2026-05-09 12:00:00+03:00,25.774468266661117,38.08238322006667,20086.991566064724,27.42801344474667,43.54383762584,24.69041256398056,49.61355527311944,,23.2,29,15.0,62,43.0,43.0,43.346052684166665,0.4051765369681803,,
2026-05-09 10:00:00+00:00,2026-05-09 13:00:00+03:00,25.37717782003333,30.78237211998611,4791.6076831335,,,24.898376559436112,46.853920068625,,23.9,27,14.8,100,43.09999450388889,43.535672258333335,43.680358811388885,0.5233769042131889,,
2026-05-09 11:00:00+00:00,2026-05-09 14:00:00+03:00,25.361721898241665,32.107069241108334,4096.157155979473,,,24.98366510426389,46.68988859126944,,24.4,27,14.5,100,43.0,43.0,44.171341151388894,0.1237495949032931,,
2026-05-09 12:00:00+00:00,2026-05-09 15:00:00+03:00,25.61710493067778,34.225169928911114,4735.466561035528,,,24.957335654541662,47.18799017263056,,24.8,24,12.2,100,43.0,43.0,44.86455450638889,0.1356658963005913,,
2026-05-09 13:00:00+00:00,2026-05-09 16:00:00+03:00,25.739235246569447,29.09935147047778,5687.75239627625,,,24.847260001975,46.64670073658889,,24.5,25,11.8,100,43.0,43.13554964027778,44.52481247,0.1710257517792426,,
2026-05-09 14:00:00+00:00,2026-05-09 17:00:00+03:00,25.799795480822223,28.34969216106111,4356.878782522972,,,24.81325994968056,46.65577586845556,,24.0,27,10.5,99,43.0,43.0,43.47346570083334,0.1246680169718424,,
2026-05-09 15:00:00+00:00,2026-05-09 18:00:00+03:00,25.542188140683333,31.10464987250555,3596.5500347909165,,,24.804277707202772,46.53015155991389,,23.6,28,9.7,21,43.0,43.63554386305555,43.744382691944445,0.248697583656684,,
2026-05-09 16:00:00+00:00,2026-05-09 19:00:00+03:00,24.87773723641945,36.40449220663056,1003.9791719609722,,,24.80814774881111,46.486096168452775,,22.6,31,6.7,85,43.0,43.0,43.100184882777775,0.1418297147257487,,
2026-05-09 17:00:00+00:00,2026-05-09 20:00:00+03:00,23.848352730355558,39.868535641219445,440.8729739679166,,,24.903017991044447,46.83773965588333,,20.2,48,9.8,95,43.0,43.0,42.76178321361112,0.1136947478884548,,
2026-05-09 18:00:00+00:00,2026-05-09 21:00:00+03:00,23.60561261074722,40.85037108966944,158.59266373661112,,,25.006314739619445,46.825770703047226,,18.7,61,10.2,100,43.0,43.0,43.26712542166666,0.2150151264774576,,
2026-05-09 19:00:00+00:00,2026-05-09 22:00:00+03:00,23.972114736269447,40.119840019,1.0,,,24.98850937471389,46.39558245732778,,17.9,67,8.3,100,43.0,43.0,43.72312222138888,0.3081647975556098,,
2026-05-09 20:00:00+00:00,2026-05-09 23:00:00+03:00,23.966597951041667,41.447971494691664,1.0,,,24.94110246443611,46.17109155845,,17.3,68,8.3,100,43.0,43.0,43.22000136805556,0.1730324491413032,,
2026-05-09 21:00:00+00:00,2026-05-10 00:00:00+03:00,24.152437117100003,41.36276565507778,1.0,,,24.902952986391664,46.26363460549167,,16.7,70,7.5,100,43.0,43.0,42.95460828111111,0.2670921725424533,,
2026-05-09 22:00:00+00:00,2026-05-10 01:00:00+03:00,23.00867271478889,43.76073204868889,1.0,,,24.90281455162777,46.9698625585,,16.3,72,8.6,100,43.0,43.0,43.86579995055556,0.3668869951498752,,
2026-05-09 23:00:00+00:00,2026-05-10 02:00:00+03:00,23.002932252861115,44.02377652054445,1.0,,,24.88675946505,47.34084059608333,,15.9,73,8.9,100,42.93331500055555,42.69971308083333,42.838420211666666,0.1882304029158528,,
2026-05-10 00:00:00+00:00,2026-05-10 03:00:00+03:00,24.17495611986945,41.96013114706944,1.0,,,24.868906845766663,47.63239170462222,,15.4,78,7.3,100,42.93318605277778,42.69670983111112,42.910996231944445,0.1611761389415147,,
2026-05-10 01:00:00+00:00,2026-05-10 04:00:00+03:00,24.04532792593889,41.62659281928889,19.616771770416666,,,24.844237847580555,47.737629181575,,14.8,79,7.2,100,42.76659116888889,42.5332811925,42.99767945694445,0.1671356057398817,,
2026-05-10 02:00:00+00:00,2026-05-10 05:00:00+03:00,24.02953061063611,41.219242491325,940.7606000296388,,,24.822795881541666,47.61778569511111,,14.2,81,7.5,97,42.93333108638888,42.556221899166665,42.43592877166667,0.1088493337380642,,
2026-05-10 03:00:00+00:00,2026-05-10 06:00:00+03:00,24.471075330547222,40.11426822364167,4053.9541139728335,,,24.81423125308611,47.50368706316944,,14.1,80,6.8,97,43.0,42.94129018416667,42.81020495805556,0.0798840405670844,,
2026-05-10 04:00:00+00:00,2026-05-10 07:00:00+03:00,25.06512538892778,39.66250037990278,8089.9128287196945,,,24.835158613222223,47.76532028823333,,15.1,74,4.0,92,43.0,43.0,43.26936631722222,0.0777427782354058,,
2026-05-10 05:00:00+00:00,2026-05-10 08:00:00+03:00,25.547177127675,39.42091536157222,32465.92142539972,,,24.86829762138333,47.92789184363334,,17.1,63,4.2,94,43.0,43.0,42.96904664527778,0.0931982530700683,,
2026-05-10 06:00:00+00:00,2026-05-10 09:00:00+03:00,25.854622010572218,39.737420887908335,50361.14759271553,,,24.919743032930555,48.19208860893611,,19.4,53,4.4,100,43.0,43.0,43.08307676333333,0.0823141471858723,,
2026-05-10 07:00:00+00:00,2026-05-10 10:00:00+03:00,26.030665870038888,39.862929726383335,50147.458114548754,,,24.97020514802222,48.36892134236666,,21.8,44,4.6,100,43.0,43.0,43.3883383825,0.0933589773689778,,
2026-05-10 08:00:00+00:00,2026-05-10 11:00:00+03:00,25.9774766503,40.193853010802776,39736.95863885017,,,25.005048083983336,48.424043382222216,,23.5,36,6.0,100,43.0,43.0,43.788188192777774,0.1236117787754991,,
2026-05-10 09:00:00+00:00,2026-05-10 12:00:00+03:00,25.946294781583333,40.99250049074444,16624.471541793693,,,25.044556738441667,48.75887669351388,,24.2,30,7.8,100,43.0,43.0,42.9255013625,0.0985234417773437,,
2026-05-10 10:00:00+00:00,2026-05-10 13:00:00+03:00,26.07304897135833,37.92225929695,9790.327632156082,,,25.066343253072223,48.62762114197222,,24.8,27,8.5,100,43.0,43.0,42.23553725222222,0.0800557061928982,,
2026-05-10 11:00:00+00:00,2026-05-10 14:00:00+03:00,25.838146619169446,34.081038773102776,6517.519061173862,,,25.05895246428611,48.110475470852776,,24.7,27,9.3,100,43.0,43.0,43.17540988416667,0.1143608684212239,,
2026-05-10 12:00:00+00:00,2026-05-10 15:00:00+03:00,25.578910935716667,32.58309555231667,5459.119609183833,,,25.046842138694444,47.63438228540278,,25.2,25,11.4,100,43.0,43.0,43.73144338972222,0.1592682383506944,,
2026-05-10 13:00:00+00:00,2026-05-10 16:00:00+03:00,25.16152715461111,31.75901479868333,3826.465704935306,,,25.046350578166667,47.40176982587778,,25.2,24,11.4,98,43.0,43.0,42.975030105,0.0925682877886284,,
2026-05-10 14:00:00+00:00,2026-05-10 17:00:00+03:00,24.993250457025,33.01306735815,3310.915154052555,26.293519977744324,35.840751498379305,25.156167331983337,48.1455498221,,25.0,25,13.6,100,43.0,43.0,42.67118742944445,0.0942070670909288,,
2026-05-10 15:00:00+00:00,2026-05-10 18:00:00+03:00,25.252846037575,31.86071804146667,1645.200165244,26.64088731564722,35.238401548419446,25.305507982744444,47.369327854977776,,22.0,42,15.5,98,43.033333005,43.0,43.09000545999999,0.0939688199909125,,
2026-05-10 16:00:00+00:00,2026-05-10 19:00:00+03:00,24.4793346265,32.551973480983335,398.55041302544447,26.931809373502777,34.78538445253056,25.38864031393889,46.81464492027499,,21.1,50,7.3,100,43.03333348472222,43.0,43.39490721694444,0.0964659667862955,,
2026-05-10 17:00:00+00:00,2026-05-10 20:00:00+03:00,23.733607418444446,35.35463661920556,15.57342046638889,26.87487971226111,33.78330426015833,25.3531699668,47.423779846,,20.2,56,7.8,100,43.0,43.0,43.26412739,0.1130846012188042,,
2026-05-10 18:00:00+00:00,2026-05-10 21:00:00+03:00,23.396059054638886,36.8140972228,1.0,26.55417613211389,34.737371920758335,25.308824062552777,47.54114891373612,,18.3,68,9.3,99,43.0,43.0,43.24019061166667,0.0941479101978895,,
2026-05-10 19:00:00+00:00,2026-05-10 22:00:00+03:00,22.82151403158889,39.18094925818056,1.0,26.52906512276944,35.00208995221944,25.28560571022777,47.70112874237778,,17.8,71,5.7,88,43.0,43.0,43.00264809888889,0.0886641567550998,,
2026-05-10 20:00:00+00:00,2026-05-10 23:00:00+03:00,24.132969975719444,38.58181948838055,1.0,26.874999080075,35.93778368901666,25.24087865792222,47.724210543608336,,17.4,73,5.4,100,43.0,43.0,43.89921536611112,0.1543175422488064,,
2026-05-10 21:00:00+00:00,2026-05-11 00:00:00+03:00,24.300382856355554,40.00595845545278,1.0,27.373265428491667,36.81513743646112,25.25393828139167,47.598944154219446,,17.0,76,3.5,95,43.0,43.0,43.379123263055554,0.1643362770330132,,
2026-05-10 22:00:00+00:00,2026-05-11 01:00:00+03:00,24.497753163027777,42.13265606105278,1.0,26.894897600102777,38.84441964608611,25.273250192027778,47.733036155408335,,16.5,80,1.5,73,43.0,43.0,42.5702151875,0.1417837194962565,,
2026-05-10 23:00:00+00:00,2026-05-11 02:00:00+03:00,24.83096483968056,42.868146997677776,1.0,26.328989313127774,40.311664878044446,25.26016475295278,47.70641880801111,,16.0,81,2.0,99,43.0,43.0,42.645380280833336,0.1681557838955349,,
2026-05-11 00:00:00+00:00,2026-05-11 03:00:00+03:00,24.748193604825,42.82877043399722,1.0,26.02661918034722,40.69157197871667,25.233258105416667,47.68112624883611,,15.9,85,6.2,100,43.0,43.0,43.28071685611111,0.2251020920507812,,
2026-05-11 01:00:00+00:00,2026-05-11 04:00:00+03:00,24.63013989612222,42.28875600210556,22.092692614972226,25.79715518111389,40.33079422629167,25.22021144230278,47.656988835616666,,15.4,84,5.4,100,43.0,43.0,42.76016313722223,0.1416839316890462,,
2026-05-11 02:00:00+00:00,2026-05-11 05:00:00+03:00,24.53393680005277,41.59003805186666,337.7021848536111,25.615360554325,39.61181904880556,25.202925346652776,47.60893705085834,,14.9,85,3.8,99,43.0,43.0,43.05245577485078,0.1109357706891547,,
2026-05-11 03:00:00+00:00,2026-05-11 06:00:00+03:00,24.510856957141662,41.50309952051389,1313.1674318451112,25.410169711350004,40.338016299708336,25.197416465322224,47.56091626567778,,14.9,84,5.8,100,43.0,43.0,43.43405239972222,0.0883550244529121,,
2026-05-11 04:00:00+00:00,2026-05-11 07:00:00+03:00,24.68357849472778,41.41050925396944,5885.868152694055,25.40537590550278,40.82717001561111,25.1948974883,47.58343363939444,,15.9,77,5.7,99,43.0,43.0,43.10531641611112,0.0940095278965928,,
2026-05-11 05:00:00+00:00,2026-05-11 08:00:00+03:00,24.84307857216389,41.84896022520277,14399.410468376083,25.41471033255556,41.33108727773055,25.200038225980556,47.60596370626112,,16.6,72,5.8,100,43.0,43.0,43.39033160027778,0.0975477186996928,,
2026-05-11 06:00:00+00:00,2026-05-11 09:00:00+03:00,25.04763399004722,42.56434306881389,17949.938780134027,25.61283515305556,41.439254322244444,25.21411100478889,47.70328873082223,,17.6,68,10.2,95,43.0,43.0,42.71483372972222,0.0894069852568901,,
2026-05-11 07:00:00+00:00,2026-05-11 10:00:00+03:00,25.125353345005557,42.06490186136389,19196.880943849497,25.74724433790833,41.45802159789167,25.22614192615833,47.72617456914722,,18.5,60,9.7,91,43.0,43.0,43.74181286388889,0.0921850379903157,,
2026-05-11 08:00:00+00:00,2026-05-11 11:00:00+03:00,25.225486649961116,40.43425470448333,10179.88314357022,26.171184433941665,39.92091443379167,25.25031728873056,47.77198862791111,,19.7,52,13.9,52,43.0,43.0,43.41487648111112,0.0874969375358072,,
2026-05-11 09:00:00+00:00,2026-05-11 12:00:00+03:00,25.28528608916667,38.828033607102775,7597.109560355972,26.257793348880558,39.71501324056111,25.273492713708333,47.78002440056667,,20.7,48,13.3,100,43.0,43.06672133777778,43.059604577777776,0.0949561061444769,,
2026-05-11 10:00:00+00:00,2026-05-11 13:00:00+03:00,25.29555892593611,38.14896721492222,5374.635863128972,26.246027660025003,38.51098071663611,25.39449595244722,48.69513017324445,,20.1,51,13.7,86,43.0,43.0,42.53375699805556,0.0830750357052951,,
